Date,Open,High,Low,Close,Adj Close,Volume
2016-09-29,32.201138,32.324478,31.593927,31.612904,26.149197,26396376
2016-09-30,31.726755,32.277039,31.688805,32.134724,26.580826,30138076
2016-10-03,32.001900,32.001900,31.669828,31.954458,26.431717,18862384
2016-10-04,31.888046,32.172676,31.793169,31.992411,26.463112,22029759
2016-10-05,32.001900,32.239090,31.954458,32.163189,26.604376,14698346
2016-10-06,32.049335,32.068310,31.755219,31.925997,26.408175,16809824
2016-10-07,31.973434,32.258064,31.707781,31.840607,26.337545,15619964
2016-10-10,31.925997,32.106262,31.850096,31.888046,26.376780,17268420
2016-10-11,31.840607,31.850096,31.252373,31.432638,26.000086,18268033
2016-10-12,31.442125,31.537003,31.252373,31.375711,25.952995,15956295
2016-10-13,30.901327,31.214420,30.853889,31.081594,25.709717,25488144
2016-10-14,31.053131,31.214420,30.986717,30.986717,25.631237,16410042
2016-10-17,30.910816,31.034157,30.815939,30.834915,25.505671,17837369
2016-10-18,31.062618,31.185959,30.939280,31.015181,25.654781,15624074
2016-10-19,31.072105,31.166983,30.825426,30.929790,25.584145,17247445
2016-10-20,30.825426,31.062618,30.825426,30.872866,25.537060,20334190
2016-10-21,30.759012,30.787476,30.531309,30.531309,25.254536,19852090
2016-10-24,30.645161,30.702087,30.407970,30.483871,25.215294,20644066
2016-10-25,30.379507,30.711575,30.351044,30.626186,25.333012,20380249
2016-10-26,30.626186,30.929790,30.502846,30.740038,25.427189,18026246
2016-10-27,30.910816,31.129032,30.711575,30.815939,25.489969,19238662
2016-10-28,30.853889,30.891842,30.246679,30.294119,25.058338,30048170
2016-10-31,30.398481,30.398481,29.990513,30.085388,24.885681,37890668
2016-11-01,29.354839,30.094877,29.174574,29.478178,24.383415,57285005
2016-11-02,29.402277,29.449715,28.804554,29.060720,24.038111,38033063
2016-11-03,29.127134,29.127134,28.301708,28.358635,23.457369,38290977
2016-11-04,28.377609,28.814041,28.368120,28.462997,23.543692,36919723
2016-11-07,28.681213,28.880455,28.538898,28.823528,23.841911,32544885
2016-11-08,28.586338,28.889942,28.425047,28.462997,23.778502,37365670
2016-11-09,31.318787,31.660341,29.886148,30.474382,25.458853,125166505
2016-11-10,31.612904,32.096775,31.166983,31.774195,26.544737,70908061
2016-11-11,31.518026,31.631880,30.540796,30.920303,25.831379,37736994
2016-11-14,31.166983,31.214420,30.483871,30.721064,25.664930,32219094
2016-11-15,31.081594,31.081594,30.246679,30.578749,25.546038,31213472
2016-11-16,30.550285,30.673624,30.294119,30.322580,25.332029,23864246
2016-11-17,30.370020,30.474382,30.056927,30.104364,25.149731,27502549
2016-11-18,30.313093,30.313093,29.829222,29.867172,24.951578,25460846
2016-11-21,29.895636,30.066414,29.876659,29.952562,25.022911,23053931
2016-11-22,30.294119,30.351044,29.459204,29.724857,24.832682,27862279
2016-11-23,29.582542,29.838711,29.060720,29.810247,24.904020,22399924
2016-11-25,29.981026,30.113852,29.933586,30.066414,25.118025,11017357
2016-11-28,30.066414,30.208729,29.886148,29.924099,24.999136,18692901
2016-11-29,30.218216,30.332067,29.990513,30.284630,25.300325,22810879
2016-11-30,30.341557,30.711575,30.123341,30.493359,25.474703,40599553
2016-12-01,30.597723,30.597723,29.791271,29.848198,24.935724,32259146
2016-12-02,29.924099,30.104364,29.753321,30.009487,25.070467,20034221
2016-12-05,30.113852,30.142315,29.781784,29.971537,25.038765,20342516
2016-12-06,30.028463,30.075901,29.819735,29.943073,25.014984,18662967
2016-12-07,29.724857,29.724857,29.041746,29.592030,24.721718,46432600
2016-12-08,29.259962,29.506641,28.946869,29.354839,24.523563,37409622
2016-12-09,29.516129,30.284630,29.497154,30.075901,25.125954,30935743
2016-12-12,30.075901,30.977230,30.037951,30.740038,25.680782,33997508
2016-12-13,31.129032,31.195446,30.891842,31.148008,26.021610,30313356
2016-12-14,31.233397,31.593927,30.967743,31.138519,26.013681,38309843
2016-12-15,30.958254,31.271347,30.929790,31.072105,25.958197,22004463
2016-12-16,31.195446,31.252373,30.853889,31.157495,26.029537,39615012
2016-12-19,31.081594,31.280834,31.043644,31.148008,26.021610,26276958
2016-12-20,31.100569,31.195446,30.901327,31.166983,26.037462,26428312
2016-12-21,31.053131,31.242884,30.673624,30.740038,25.680782,19751644
2016-12-22,30.635674,30.768501,30.407970,30.683111,25.633230,19618418
2016-12-23,30.749525,30.891842,30.702087,30.815939,25.744192,11387943
2016-12-27,30.901327,31.043644,30.815939,30.863379,25.783825,11826302
2016-12-28,30.834915,31.015181,30.683111,30.692600,25.641153,14691495
2016-12-29,30.730551,30.948767,30.711575,30.825426,25.752119,14827250
2016-12-30,30.683111,30.929790,30.654650,30.815939,25.744192,19885396
2017-01-03,31.024668,31.309298,30.920303,31.309298,26.156355,23391844
2017-01-04,31.432638,31.641365,31.337761,31.584440,26.386213,22753963
2017-01-05,31.660341,31.963947,31.423149,31.888046,26.639851,21083584
2017-01-06,31.935484,31.973434,31.631880,31.764706,26.536810,18418228
2017-01-09,31.717268,31.944971,31.669828,31.755219,26.528883,21559886
2017-01-10,31.869070,31.935484,31.612904,31.726755,26.505104,20444754
2017-01-11,31.660341,31.821632,30.740038,31.148008,26.021610,42623128
2017-01-12,30.863379,30.948767,30.645161,30.929790,25.839306,33475989
2017-01-13,30.996204,31.100569,30.673624,30.853889,25.775898,21386925
2017-01-17,30.692600,30.721064,30.151802,30.417458,25.411297,33838143
2017-01-18,30.445921,30.626186,30.313093,30.388994,25.387512,22629064
2017-01-19,30.417458,30.445921,29.914612,30.075901,25.125954,27555881
2017-01-20,30.094877,30.474382,30.037951,30.142315,25.181437,31788324
2017-01-23,30.056927,30.189753,29.829222,29.848198,24.935724,26098094
2017-01-24,29.791271,29.848198,29.316889,29.554079,24.690014,31225172
2017-01-25,29.753321,29.905123,29.506641,29.686907,24.800978,33905283
2017-01-26,29.791271,29.857685,29.601519,29.677420,24.793053,28653517
2017-01-27,29.857685,29.924099,29.658443,29.810247,24.904020,25353654
2017-01-30,29.857685,29.886148,29.468691,29.705881,24.816833,28947899
2017-01-31,29.421251,30.294119,29.345350,30.104364,25.149731,39472300
2017-02-01,29.895636,30.066414,29.658443,30.047438,25.357912,30031938
2017-02-02,29.857685,30.104364,29.715370,30.104364,25.405952,24634404
2017-02-03,30.407970,30.588236,30.284630,30.445921,25.694204,37935252
2017-02-06,30.360531,30.673624,30.303604,30.578749,25.806299,25859258
2017-02-07,30.664137,30.692600,30.303604,30.436434,25.686193,24781648
2017-02-08,30.284630,30.692600,30.284630,30.493359,25.734238,20194745
2017-02-09,30.493359,30.872866,30.493359,30.721064,25.926405,25102380
2017-02-10,30.749525,30.787476,30.578749,30.692600,25.902380,23090189
2017-02-13,30.777988,31.015181,30.777988,30.939280,26.110565,21733585
2017-02-14,30.863379,31.091082,30.692600,31.072105,26.222656,24205532
2017-02-15,31.100569,31.859583,31.015181,31.793169,26.831182,48035523
2017-02-16,31.736242,32.153702,31.518026,31.897533,26.919260,40402244
2017-02-17,31.869070,32.153702,31.812143,31.897533,26.919260,36882306
2017-02-21,31.850096,32.068310,31.764706,31.897533,26.919260,25391598
2017-02-22,31.850096,32.020874,31.546490,31.869070,26.895239,28676494
2017-02-23,31.973434,32.371918,31.859583,32.314991,27.271568,32122863
2017-02-24,32.419353,32.590134,32.248577,32.504745,27.431704,26046448
2017-02-27,32.476280,32.694496,32.409866,32.523720,27.447718,23009136
2017-02-28,32.352940,32.504745,32.172676,32.371918,27.319609,28964658
2017-03-01,32.514233,32.760910,32.305504,32.656548,27.559820,34034925
2017-03-02,32.694496,32.969639,32.656548,32.741936,27.631872,26952993
2017-03-03,32.741936,32.874763,32.599621,32.751423,27.639887,19800760
2017-03-06,32.571156,32.703983,32.333965,32.590134,27.503767,19174263
2017-03-07,32.134724,32.447819,32.020874,32.248577,27.215519,30783335
2017-03-08,32.172676,32.352940,31.992411,32.172676,27.151461,23870360
2017-03-09,32.144215,32.390892,32.049335,32.305504,27.263557,20199594
2017-03-10,32.390892,32.561668,32.258064,32.362431,27.311602,20214666
2017-03-13,32.390892,32.400379,32.172676,32.362431,27.311602,19988056
2017-03-14,32.277039,32.571156,32.239090,32.466793,27.399675,15563469
2017-03-15,32.466793,32.922199,32.428844,32.855785,27.727962,24279839
2017-03-16,32.798862,32.855785,32.495255,32.666035,27.567822,21816219
2017-03-17,32.694496,32.808350,32.514233,32.561668,27.479738,45736117
2017-03-20,32.637569,32.732449,32.561668,32.618595,27.527786,18435514
2017-03-21,32.713470,32.836811,32.428844,32.495255,27.423695,33083479
2017-03-22,32.542694,32.770397,32.248577,32.703983,27.599844,27528267
2017-03-23,32.561668,32.789375,32.476280,32.533207,27.455721,21378704
2017-03-24,32.514233,32.514233,32.201138,32.258064,27.223524,28583110
2017-03-27,32.011387,32.552181,32.011387,32.428844,27.367655,18852055
2017-03-28,32.314991,32.504745,32.229603,32.409866,27.351631,19327725
2017-03-29,32.409866,32.685009,32.362431,32.571156,27.487753,18214174
2017-03-30,32.438332,32.675522,32.400379,32.590134,27.503767,15803465
2017-03-31,32.457306,32.618595,32.409866,32.457306,27.391674,19616837
2017-04-03,32.362431,32.590134,32.352940,32.485767,27.415686,19064752
2017-04-04,32.428844,32.732449,32.305504,32.580647,27.495762,20324177
2017-04-05,32.571156,32.751423,32.400379,32.438332,27.375656,20321225
2017-04-06,32.390892,32.590134,32.314991,32.362431,27.311602,17164706
2017-04-07,32.343452,32.495255,32.296017,32.352940,27.303587,14728069
2017-04-10,32.381405,32.466793,32.229603,32.296017,27.255554,16852722
2017-04-11,32.277039,32.333965,32.011387,32.191650,27.167475,20155642
2017-04-12,32.144215,32.248577,31.982922,32.182163,27.159466,26022628
2017-04-13,32.144215,32.277039,32.087288,32.144215,27.127443,13560553
2017-04-17,32.163189,32.305504,32.087288,32.258064,27.223524,15963462
2017-04-18,32.030361,32.144215,31.935484,32.106262,27.095409,22293365
2017-04-19,32.115749,32.172676,31.831120,31.888046,26.911253,25204302
2017-04-20,31.907021,32.134724,31.764706,32.011387,27.015347,19339319
2017-04-21,31.916510,32.001900,31.755219,31.916510,26.935274,25552227
2017-04-24,32.239090,32.286530,31.925997,32.011387,27.015347,22438501
2017-04-25,32.087288,32.220116,31.982922,32.030361,27.031355,19756176
2017-04-26,32.125237,32.286530,32.115749,32.115749,27.103418,20884483
2017-04-27,32.220116,32.277039,32.039848,32.125237,27.111423,15633139
2017-04-28,32.144215,32.201138,32.020874,32.182163,27.159466,16842077
2017-05-01,32.153702,32.248577,32.039848,32.049335,27.047375,23910833
2017-05-02,31.859583,31.992411,31.195446,31.888046,26.911253,42965678
2017-05-03,31.764706,31.869070,31.593927,31.755219,26.799156,26155748
2017-05-04,31.726755,31.869070,31.612904,31.736242,26.783144,26897869
2017-05-05,31.726755,31.764706,31.527514,31.764706,26.807163,22999966
2017-05-08,31.688805,31.897533,31.641365,31.736242,26.783144,24781543
2017-05-09,31.736242,31.869070,31.641365,31.669828,26.727091,18028248
2017-05-10,31.309298,31.423149,31.214420,31.337761,26.702843,34829852
2017-05-11,31.299810,31.442125,31.166983,31.347248,26.710926,26421567
2017-05-12,31.204933,31.375711,31.204933,31.318787,26.686674,18589187
2017-05-15,31.280834,31.480076,31.119545,31.423149,26.775602,20530444
2017-05-16,30.891842,31.119545,30.730551,30.929790,26.355209,42437834
2017-05-17,30.929790,30.929790,30.559772,30.578749,26.056087,29931281
2017-05-18,30.550285,30.759012,30.426945,30.569260,26.048000,24874822
2017-05-19,30.645161,30.796965,30.540796,30.796965,26.242029,29885432
2017-05-22,30.834915,30.834915,30.474382,30.474382,25.967161,26725962
2017-05-23,30.474382,30.626186,30.436434,30.493359,25.983328,18517410
2017-05-24,30.521822,30.626186,30.332067,30.407970,25.910572,23576821
2017-05-25,30.417458,30.550285,30.332067,30.512335,25.999496,18227244
2017-05-26,30.531309,30.635674,30.455408,30.493359,25.983328,12330746
2017-05-30,30.417458,30.654650,30.379507,30.483871,25.975243,16913643
2017-05-31,30.626186,31.110058,30.483871,30.977230,26.395636,30585499
2017-06-01,30.996204,31.166983,30.853889,31.034157,26.444138,25184803
2017-06-02,31.091082,31.195446,30.777988,30.872866,26.306705,21984543
2017-06-05,30.844402,30.910816,30.550285,30.692600,26.153101,14994836
2017-06-06,30.645161,30.711575,30.398481,30.426945,25.926733,18831186
2017-06-07,30.436434,30.512335,30.265656,30.360531,25.870150,17479641
2017-06-08,30.360531,30.455408,30.047438,30.123341,25.668037,35620773
2017-06-09,30.180265,31.119545,30.113852,31.091082,26.492645,31764609
2017-06-12,31.091082,31.394688,31.024668,31.024668,26.436054,30435515
2017-06-13,31.034157,31.100569,30.853889,30.910816,26.339045,18093913
2017-06-14,30.920303,31.081594,30.796965,31.015181,26.427975,14568177
2017-06-15,30.948767,31.337761,30.891842,31.129032,26.524982,19952115
2017-06-16,31.290323,31.432638,31.129032,31.280834,26.654331,33600044
2017-06-19,31.252373,31.546490,31.223909,31.518026,26.856445,21922146
2017-06-20,31.508539,32.020874,31.451612,31.840607,27.131313,27473775
2017-06-21,31.859583,32.352940,31.859583,32.144215,27.390018,27134492
2017-06-22,32.210625,32.713470,32.182163,32.314991,27.535536,23352529
2017-06-23,32.333965,32.466793,32.229603,32.419353,27.624466,31668800
2017-06-26,32.409866,32.457306,32.229603,32.296017,27.519371,14937604
2017-06-27,32.381405,32.381405,32.020874,32.039848,27.301090,16089942
2017-06-28,32.125237,32.248577,31.925997,32.020874,27.284922,15594035
2017-06-29,32.020874,32.134724,31.660341,31.907021,27.187904,15724837
2017-06-30,32.001900,32.068310,31.793169,31.869070,27.155565,14242175
2017-07-03,31.764706,32.229603,31.755219,32.087288,27.341515,8971964
2017-07-05,32.201138,32.210625,31.774195,31.916510,27.195990,17072270
2017-07-06,31.916510,31.944971,31.442125,31.518026,26.856445,14676318
2017-07-07,31.546490,31.650854,31.328274,31.641365,26.961544,17914522
2017-07-10,31.650854,31.812143,31.537003,31.698292,27.010044,14256720
2017-07-11,31.688805,31.755219,31.356735,31.470589,26.816023,12874083
2017-07-12,31.631880,31.812143,31.499050,31.518026,26.856445,14577979
2017-07-13,31.518026,31.631880,31.299810,31.574953,26.904951,14112006
2017-07-14,31.565466,31.831120,31.537003,31.717268,27.026215,13175843
2017-07-17,31.726755,31.755219,31.442125,31.546490,26.880699,17733866
2017-07-18,31.527514,31.679317,31.347248,31.650854,26.969624,15356148
2017-07-19,31.660341,31.963947,31.603416,31.897533,27.179819,19825951
2017-07-20,31.755219,31.973434,31.631880,31.821632,27.115143,17870043
2017-07-21,31.755219,31.859583,31.679317,31.764706,27.066641,12673718
2017-07-24,31.669828,31.736242,31.470589,31.612904,26.937290,15558937
2017-07-25,31.669828,31.764706,31.318787,31.404175,26.759432,20856025
2017-07-26,31.394688,31.404175,31.148008,31.204933,26.589657,16572674
2017-07-27,31.110058,31.309298,31.015181,31.309298,26.678589,17561221
2017-07-28,31.366224,31.470589,31.129032,31.451612,26.799854,17116117
2017-07-31,31.508539,31.679317,31.442125,31.461102,26.807938,23169660
2017-08-01,31.347248,31.593927,31.043644,31.385199,26.743259,28072552
2017-08-02,31.185959,31.233397,31.024668,31.233397,26.873878,30412116
2017-08-03,31.261860,32.077801,31.176472,31.717268,27.290209,28739945
2017-08-04,31.859583,32.258064,31.764706,31.916510,27.461641,27183398
2017-08-07,31.831120,31.869070,31.546490,31.603416,27.192247,13188280
2017-08-08,31.622391,31.745731,31.518026,31.574953,27.167761,16986475
2017-08-09,31.631880,31.745731,31.461102,31.736242,27.306540,15807681
2017-08-10,31.660341,31.831120,31.508539,31.707781,27.282049,19062539
2017-08-11,31.783682,31.850096,31.508539,31.546490,27.143272,13626639
2017-08-14,31.622391,31.660341,31.442125,31.603416,27.192247,13482241
2017-08-15,31.631880,31.812143,31.555977,31.669828,27.249393,18048801
2017-08-16,31.622391,31.774195,31.555977,31.650854,27.233067,11128764
2017-08-17,31.584440,31.736242,31.261860,31.261860,26.898369,15661175
2017-08-18,31.223909,31.280834,30.977230,30.996204,26.669792,16326565
2017-08-21,30.929790,31.185959,30.664137,31.081594,26.743265,17848752
2017-08-22,31.081594,31.518026,31.024668,31.451612,27.061638,14178619
2017-08-23,31.375711,31.679317,31.375711,31.537003,27.135107,16989953
2017-08-24,31.660341,31.688805,31.470589,31.527514,27.126945,12140394
2017-08-25,31.574953,31.897533,31.527514,31.679317,27.257557,15171171
2017-08-28,31.783682,31.897533,31.698292,31.755219,27.322866,13033026
2017-08-29,31.717268,31.831120,31.537003,31.783682,27.347353,12884096
2017-08-30,31.764706,31.764706,31.546490,31.736242,27.306540,12394935
2017-08-31,31.783682,32.277039,31.764706,32.182163,27.690218,27300497
2017-09-01,32.201138,32.381405,32.087288,32.220116,27.722870,19160771
2017-09-05,32.144215,32.419353,32.020874,32.068310,27.592253,15068616
2017-09-06,32.210625,32.362431,32.172676,32.248577,27.747364,13925764
2017-09-07,32.296017,32.381405,32.077801,32.248577,27.747364,18831923
2017-09-08,32.210625,32.495255,32.068310,32.352940,27.837158,16276290
2017-09-11,32.343452,32.580647,32.239090,32.561668,28.016750,17263993
2017-09-12,32.618595,33.918407,32.599621,33.557877,28.873909,39268351
2017-09-13,33.453510,33.614799,33.178368,33.263756,28.620846,22115450
2017-09-14,33.254269,34.003796,33.206833,33.899429,29.167788,28907847
2017-09-15,33.776093,33.889942,33.434536,33.548386,28.865744,30430139
2017-09-18,33.567364,33.728653,33.406071,33.728653,29.020851,17850755
2017-09-19,33.833015,33.833015,33.538898,33.633778,28.939217,16539579
2017-09-20,34.089184,34.354839,33.975330,34.146111,29.380043,27066825
2017-09-21,34.212524,34.335861,34.070210,34.127136,29.363716,16580579
2017-09-22,34.250473,34.269451,33.937382,34.117645,29.355545,15394092
2017-09-25,34.060722,34.184059,33.624287,33.690701,28.988195,23379828
2017-09-26,33.690701,33.823528,33.434536,33.491463,28.816774,18508029
2017-09-27,33.444023,33.709679,33.387096,33.633778,28.939217,15502759
2017-09-28,33.462997,33.946869,33.415562,33.776093,29.061666,19038086
2017-09-29,33.814041,33.870968,33.538898,33.870968,29.143299,16867900
2017-10-02,33.842506,34.250473,33.671726,34.222012,29.445339,17541300
2017-10-03,34.174572,34.345352,33.918407,34.288425,29.502491,14328392
2017-10-04,34.326378,34.383301,34.060722,34.117645,29.355545,11435268
2017-10-05,34.041744,34.155598,33.918407,34.155598,29.388205,14340408
2017-10-06,34.146111,34.288425,34.098671,34.203037,29.429016,12711345
2017-10-09,34.212524,34.297913,34.089184,34.288425,29.502491,10278081
2017-10-10,34.516129,34.639469,34.184059,34.535103,29.714733,18697433
2017-10-11,34.506641,34.611008,34.345352,34.582542,29.755552,18163687
2017-10-12,34.611008,34.724857,34.421253,34.487667,29.673923,14750098
2017-10-13,34.506641,34.620495,34.392788,34.478176,29.665756,13458842
2017-10-16,34.487667,34.611008,34.041744,34.136623,29.371872,14315006
2017-10-17,34.089184,34.468693,33.918407,34.345352,29.551468,14776764
2017-10-18,34.392788,34.430740,33.956356,33.994308,29.249420,15196572
2017-10-19,34.051231,34.516129,34.003796,34.383301,29.584124,20858028
2017-10-20,34.440228,34.554081,34.184059,34.554081,29.731058,18447319
2017-10-23,34.440228,34.895638,34.440228,34.535103,29.714733,15978008
2017-10-24,34.582542,34.658443,34.146111,34.411766,29.608612,15826126
2017-10-25,34.345352,34.487667,34.079697,34.307400,29.518818,17523488
2017-10-26,34.240986,34.364326,33.776093,33.908916,29.175953,18374277
2017-10-27,33.709679,33.918407,33.586338,33.776093,29.061666,15746865
2017-10-30,33.614799,33.652752,33.225807,33.349148,28.694313,26679586
2017-10-31,33.254269,33.529411,32.352940,33.263756,28.620846,24794085
2017-11-01,33.216320,33.899429,33.111954,33.453510,28.784105,16557497
2017-11-02,33.462997,33.690701,33.235294,33.643265,28.947376,13880021
2017-11-03,33.633778,33.738140,33.510437,33.728653,29.020851,9358255
2017-11-06,33.766602,33.785580,33.320683,33.510437,28.833088,11200542
2017-11-07,33.491463,33.605312,33.434536,33.548386,28.865744,11480906
2017-11-08,33.557877,33.576851,33.235294,33.529411,28.849421,14302148
2017-11-09,33.282730,33.444023,33.055027,33.396584,28.997698,14088713
2017-11-10,33.301708,33.387096,33.017078,33.377609,28.981228,15858589
2017-11-13,33.415562,33.662239,33.339657,33.491463,29.080088,25072657
2017-11-14,33.444023,33.870968,33.415562,33.567364,29.145983,17278538
2017-11-15,33.472485,33.681213,33.425049,33.548386,29.129509,13646138
2017-11-16,33.529411,33.757114,33.444023,33.738140,29.294268,13625901
2017-11-17,33.557877,33.671726,33.368122,33.557877,29.137751,15649265
2017-11-20,33.567364,33.633778,33.462997,33.538898,29.121271,12455540
2017-11-21,33.586338,33.899429,33.567364,33.719166,29.277796,13333100
2017-11-22,33.633778,33.681213,33.510437,33.614799,29.187178,11122967
2017-11-24,33.690701,33.738140,33.557877,33.671726,29.236605,6742754
2017-11-27,33.700191,33.823528,33.567364,33.671726,29.236605,10848611
2017-11-28,33.766602,34.051231,33.700191,34.013283,29.533171,13687033
2017-11-29,34.098671,34.544594,34.041744,34.354839,29.829739,16122827
2017-11-30,34.354839,34.611008,34.231499,34.402279,29.870930,24063663
2017-12-01,34.430740,34.629982,34.165085,34.487667,29.945074,19588485
2017-12-04,34.620495,34.743832,34.203037,34.212524,29.706165,14847487
2017-12-05,34.079697,34.335861,33.690701,33.804554,29.351934,23525912
2017-12-06,33.757114,34.041744,33.690701,33.738140,29.294268,18317677
2017-12-07,33.738140,33.814041,33.349148,33.681213,29.244841,16661421
2017-12-08,33.510437,33.937382,33.510437,33.908916,29.442554,15705759
2017-12-11,34.193546,34.402279,33.861481,34.354839,29.829739,15138497
2017-12-12,34.497154,34.933586,34.392788,34.705883,30.134552,23700139
2017-12-13,34.696396,34.914612,34.601517,34.762810,30.183975,16639709
2017-12-14,34.848198,35.000000,34.478176,34.592030,30.035690,15585393
2017-12-15,34.895638,35.322582,34.829224,35.294117,30.645292,39820015
2017-12-18,35.313091,35.436432,35.161289,35.227703,30.587627,17670415
2017-12-19,35.294117,35.322582,34.990513,35.047440,30.431114,14817659
2017-12-20,35.094875,35.237190,34.554081,34.592030,30.035690,15914557
2017-12-21,34.667931,34.724857,34.335861,34.383301,29.854450,15566948
2017-12-22,34.411766,34.516129,34.203037,34.288425,29.772074,9063557
2017-12-26,34.240986,34.411766,34.108158,34.354839,29.829739,11480590
2017-12-27,34.449715,34.592030,34.373814,34.468693,29.928595,8768964
2017-12-28,34.497154,34.658443,34.392788,34.506641,29.961548,6939431
2017-12-29,34.373814,34.620495,34.364326,34.364326,29.837980,12038261
2018-01-02,34.516129,34.648956,34.383301,34.573055,30.019215,17059833
2018-01-03,34.582542,34.886147,34.373814,34.829224,30.241644,14183151
2018-01-04,34.829224,35.028461,34.724857,34.905125,30.307541,13046517
2018-01-05,34.933586,34.990513,34.734344,34.971539,30.365211,13167517
2018-01-08,34.838711,34.914612,34.468693,34.582542,30.027447,19964341
2018-01-09,34.573055,34.762810,34.497154,34.544594,29.994497,16876226
2018-01-10,34.478176,34.734344,34.449715,34.601517,30.043926,18755825
2018-01-11,34.762810,34.819733,34.554081,34.686909,30.118059,15102555
2018-01-12,34.753323,34.914612,34.592030,34.667931,30.101589,20240700
2018-01-16,34.696396,35.085388,34.601517,34.724857,30.151020,30536699
2018-01-17,34.933586,35.455406,34.886147,35.275143,30.628828,25332363
2018-01-18,35.265656,35.265656,34.819733,35.094875,30.472290,19946528
2018-01-19,35.284630,35.370018,34.629982,35.047440,30.431114,31133684
2018-01-22,35.000000,35.170776,34.848198,35.037952,30.422878,21380495
2018-01-23,34.933586,35.180267,34.667931,34.933586,30.332258,18527212
2018-01-24,35.094875,35.170776,34.848198,35.037952,30.422878,18673191
2018-01-25,35.075901,35.426945,35.009487,35.322582,30.670013,18988232
2018-01-26,35.388992,37.087288,35.388992,37.011387,32.136375,51441419
2018-01-29,37.001900,37.409866,36.783680,37.020874,32.144611,36779014
2018-01-30,36.252373,36.764706,35.436432,35.863377,31.139578,48483684
2018-01-31,35.977230,36.043644,34.943073,35.142315,30.513493,35859926
2018-02-01,34.734344,35.483871,34.734344,34.943073,30.621576,29697926
2018-02-02,34.724857,35.341557,34.639469,34.734344,30.438660,25588907
2018-02-05,34.611008,34.819733,32.258064,32.893738,28.825687,42463657
2018-02-06,32.409866,33.662239,32.258064,33.472485,29.332863,56035067
2018-02-07,33.330170,33.823528,33.178368,33.187855,29.083429,30955980
2018-02-08,33.206833,33.368122,31.878557,31.907021,27.961000,45850792
2018-02-09,32.438332,32.666035,31.499050,32.409866,28.401659,49851776
2018-02-12,32.685009,33.083492,32.286530,32.884251,28.817375,38743670
2018-02-13,32.798862,33.235294,32.647060,33.149906,29.050177,21559570
2018-02-14,32.922199,33.529411,32.789375,33.387096,29.258028,24494749
2018-02-15,33.557877,33.899429,33.282730,33.880455,29.690374,22588379
2018-02-16,33.927895,34.781784,33.851994,34.402279,30.147663,27659595
